Securities Info - Securities,,,,,,,,,,,,,,,,,,,,,
As of 09/10/2025
Security No,ISIN ,Name (Hebrew),Name (English),Symbol (Hebrew),Symbol (English),Type of Security (Hebrew),Type of Security (English),Company Supersector (Hebrew),Company Supersector (English),Company Sector (Hebrew),Company Sector (English),Company Subsector (Hebrew),Company Subsector (English),Index Membership (Hebrew),Index Membership (English),Corporate No.,Issuer No.,Issuer Name (Hebrew),Issuer Name (English),Incorporation (Hebrew),Incorporation (English)
1165141,IL0011651416,מגה אור   אגח ט,MEGA OR      B9,מגאר.ק9,MGOR.B9,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד צמודות ,תל בונד-צמודות 3-5 ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות A ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked 3-5 ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked A ,All-Bond Composite ,All-Bond CPI-Linked",513257873,1450,מגה אור,MEGA OR,ישראל,Israel
1178367,IL0011783672,מגה אור  אגח  י,MEGA OR B10,מגאר.ק10,MGOR.B10,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-צמודות 5-15 ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות A ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-CPI Linked 5-15 ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked A ,All-Bond Composite ,All-Bond CPI-Linked",513257873,1450,מגה אור,MEGA OR,ישראל,Israel
1178375,IL0011783755,מגה אור  אגח יא,MEGA OR B11,מגאר.ק11,MGOR.B11,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-צמודות 5-15 ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות A ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-CPI Linked 5-15 ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked A ,All-Bond Composite ,All-Bond CPI-Linked",513257873,1450,מגה אור,MEGA OR,ישראל,Israel
1211283,IL0012112830,מגה אור  אגח יב,MEGA OR B12,מגאר.ק12,MGOR.B12,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-צמודות 5-15 ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-CPI Linked 5-15 ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",513257873,1450,מגה אור,MEGA OR,ישראל,Israel
1223262,IL0012232620,מגה אור מסחרי 6,MEGA OR P6,מגאר.נ6,MGOR.P6,ני''ע מסחריים,Commercial Papers,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,,,513257873,1450,מגה אור,MEGA OR,ישראל,Israel
1216605,IL0012166059,מגידו,MEGIDO,מגדו,MGDO,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,510542855,2458,מגידו,MEGIDO,ישראל,Israel
1216373,IL0012163734,מגידו     אגח א,MEGIDO B1,מגדו.ק1,MGDO.B1,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,510542855,2458,מגידו,MEGIDO,ישראל,Israel
1225184,IL0012251844,מגידו      אפ 1,MEGIDO W1,מגדו.א1,MGDO.W1,אופציה למניה,Warrant for share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,510542855,2458,מגידו,MEGIDO,ישראל,Israel
1216621,IL0012166216,מגוריט    אגח ז,MEGURIT B7,מגרט.ק7,MGRT.B7,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד צמודות ,תל בונד-צמודות 3-5 ,תל בונד צמודות-יתר ,תל בונד-תשואות ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות A ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked 3-5 ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Yields ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked A ,All-Bond Composite ,All-Bond CPI-Linked",515434074,1668,מגוריט,MEGUREIT,ישראל,Israel
1227057,IL0012270570,מגוריט    אגח ח,MEGURIT B8,מגרט.ק8,MGRT.B8,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד-תשואות ,תל בונד-מאגר ,All-Bond כללי ,All-Bond צמודות","Tel Bond-Yields ,Tel Bond-Composite ,All-Bond Composite ,All-Bond CPI-Linked",515434074,1668,מגוריט,MEGUREIT,ישראל,Israel
686014,IL0006860147,מהדרין,MEHADRIN,מהדרן,MEDN,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,מזון,Food,"ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-תעשייה","TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Industrials",520018482,686,מהדרין,MEHADRIN,ישראל,Israel
1211457,IL0012114570,מהדרין אגח א,MEHADRIN B1,מהדרן.ק1,MEDN.B1,אג''ח קונצרני,Corporate bond,ריאלי,Real,תעשיה,Industry,מזון,Food,,,520018482,686,מהדרין,MEHADRIN,ישראל,Israel
1225077,IL0012250770,מיטב השק מסחרי1,MEITAV INV P1,מיטב.נ1,MTAV.P1,ני''ע מסחריים,Commercial Papers,פיננסי,Finance,שרותים פיננסיים,Financial Services,שרותים פיננסיים,Financial Services,,,520043795,1064,מיטב בית השקעות,MEITAV INVEST,ישראל,Israel
1121763,IL0011217630,מיטב השק אגח ג,MEITAV INVES B3,מיטב.ק3,MTAV.B3,אג''ח קונצרני,Corporate bond,פיננסי,Finance,שרותים פיננסיים,Financial Services,שרותים פיננסיים,Financial Services,,,520043795,1064,מיטב בית השקעות,MEITAV INVEST,ישראל,Israel
1161371,IL0011613713,מיטב השק אגח ד,MEITAV INVES B4,מיטב.ק4,MTAV.B4,אג''ח קונצרני,Corporate bond,פיננסי,Finance,שרותים פיננסיים,Financial Services,שרותים פיננסיים,Financial Services,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",520043795,1064,מיטב בית השקעות,MEITAV INVEST,ישראל,Israel
1081843,IL0010818438,מיטב השקעות,MEITAV INVEST,מיטב,MTAV,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,שרותים פיננסיים,Financial Services,"ת''א-90 ,ת''א-125 ,מדד ת''א-פיננסים ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-פמילי","TA-90 ,TA-125 ,TA-Finance Index ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Family",520043795,1064,מיטב בית השקעות,MEITAV INVEST,ישראל,Israel
1203199,IL0012031998,מיטב טרייד אפ 1,MEITAV TR W1,מטרה.א1,MTRD.W1,אופציה למניה,Warrant for share,פיננסי,Finance,שרותים פיננסיים,Financial Services,שרותים פיננסיים,Financial Services,,,516854239,2428,מיטב טרייד,MEITAV TRADE,ישראל,Israel
1203181,IL0012031816,מיטב טרייד,MEITAV TRA,מטרה,MTRD,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,שרותים פיננסיים,Financial Services,"מדד ת''א-פיננסים ,ת''א-צמיחה ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון","TA-Finance Index ,TA-Growth ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon",516854239,2428,מיטב טרייד,MEITAV TRADE,ישראל,Israel
3230265,IL0032302650,מליסרון  אגח טז,MELIRON     B16,מלסר.ק16,MLSR.B16,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520037789,323,מליסרון,MELISRON,ישראל,Israel
323014,IL0003230146,מליסרון,MELISRON,מלסרן,MLSR,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-35 ,ת''א-125 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-מניב ישראל ,ת''א-125 אקלים נקי","TA-35 ,TA-125 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA Sector-Balance ,TA-Investment Properties in Israel ,TA-125 Fossil Free",520037789,323,מליסרון,MELISRON,ישראל,Israel
3230232,IL0032302320,מליסרון  אגח יד,MELISRON    B14,מלסר.ק14,MLSR.B14,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,,,520037789,323,מליסרון,MELISRON,ישראל,Israel
3230273,IL0032302734,מליסרון  אגח יז,MELISRON B17,מלסר.ק17,MLSR.B17,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"מדד תל בונד 40 ,מדד תל בונד 60 ,תל בונד צמודות ,תל בונד-צמודות 3-5 ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond 40 Index ,Tel Bond 60 Index ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked 3-5 ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520037789,323,מליסרון,MELISRON,ישראל,Israel
3230372,IL0032303724,מליסרון  אגח יח,MELISRON B18,מלסר.ק18,MLSR.B18,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520037789,323,מליסרון,MELISRON,ישראל,Israel
3230398,IL0032303989,מליסרון  אגח יט,MELISRON B19,מלסר.ק19,MLSR.B19,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"מדד תל בונד 40 ,מדד תל בונד 60 ,תל בונד צמודות ,תל בונד-צמודות 3-5 ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond 40 Index ,Tel Bond 60 Index ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked 3-5 ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520037789,323,מליסרון,MELISRON,ישראל,Israel
3230422,IL0032304227,מליסרון אגח כ,MELISRON B20,מלסר.ק20,MLSR.B20,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"מדד תל בונד 40 ,מדד תל בונד 60 ,תל בונד צמודות ,תל בונד-צמודות 3-5 ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond 40 Index ,Tel Bond 60 Index ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked 3-5 ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520037789,323,מליסרון,MELISRON,ישראל,Israel
1194638,IL0011946386,מליסרון  אגח כא,MELISRON B21,מלסר.ק21,MLSR.B21,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"מדד תל - בונד 20 ,מדד תל בונד 60 ,תל בונד צמודות ,תל בונד-צמודות 5-15 ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel-Bond 20 Index ,Tel Bond 60 Index ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked 5-15 ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",520037789,323,מליסרון,MELISRON,ישראל,Israel
1223064,IL0012230640,מליסרון מסחרי 5,MELISRON P5,מלסר.נ5,MLSR.P5,ני''ע מסחריים,Commercial Papers,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,,,520037789,323,מליסרון,MELISRON,ישראל,Israel
1178474,IL0011784746,מנרה יהש,MENARA PU,מנרה,MNRA,יחידת השתתפות,Participating unit,הייטק,High-Tech,טכנולוגיה,Technology,השקעות בהייטק,Investments In High-Tech,,,540304045,1914,מנרה ונצ'רס,MENARA VENTURES,ישראל,Israel
1129444,IL0011294449,מנדלסוןתשת,MENDELSON    IF,מנתש,MNIN,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,מסחר,Commerce,"ת''א-צמיחה ,ת''א All-Share","TA-Growth ,TA-AllShare",513660373,1247,מנדלסון תשתיות,MENDELSON INFR,ישראל,Israel
1170893,IL0011708935,מניף,MENIF,מניף,MNIF,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"ת''א-SME60 ,מדד ת''א-פיננסים ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א-SME150","TA-SME60 ,TA-Finance Index ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA-SME150",512764408,1828,מניף-פיננסים,MENIF-FINANCIAL,ישראל,Israel
1185883,IL0011858839,מניף אגח א,MENIF B1,מניף.ק1,MNIF.B1,אג''ח קונצרני,Corporate bond,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"תל בונד-מאגר ,תל בונד-לא צמודות ,All-Bond כללי ,All-Bond ריבית משתנה","Tel Bond-Composite ,Tel Bond-Non Linked ,All-Bond Composite ,All-Bond Floating",512764408,1828,מניף-פיננסים,MENIF-FINANCIAL,ישראל,Israel
1198860,IL0011988602,מניף אגח ב,MENIF B2,מניף.ק2,MNIF.B2,אג''ח קונצרני,Corporate bond,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-תשואות שקלי ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Yields Shekel ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",512764408,1828,מניף-פיננסים,MENIF-FINANCIAL,ישראל,Israel
1216720,IL0012167206,מניף אגח ג,MENIF B3,מניף.ק3,MNIF.B3,אג''ח קונצרני,Corporate bond,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"מדד תל בונד שקלי ,תל בונד-שקלי 3-5 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-תשואות שקלי ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 3-5 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Yields Shekel ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",512764408,1828,מניף-פיננסים,MENIF-FINANCIAL,ישראל,Israel
1155928,IL0011559288,מניבים ריט אגחב,MENINIM REIT B2,מנרט.ק2,MNRT.B2,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",515327120,1679,מניבים ריט,MENIVIM REIT,ישראל,Israel
1140573,IL0011405730,מניבים ריט,MENIVIM REIT,מנרט,MNRT,מנית ריט,Reit,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-SME60 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-מניב ישראל","TA-SME60 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Investment Properties in Israel",515327120,1679,מניבים ריט,MENIVIM REIT,ישראל,Israel
1177658,IL0011776585,מניבים ריט אגחג,MENIVIM REIT B3,מנרט.ק3,MNRT.B3,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד צמודות ,תל בונד-צמודות 3-5 ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked 3-5 ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",515327120,1679,מניבים ריט,MENIVIM REIT,ישראל,Israel
1193929,IL0011939290,מניבים ריט אגחד,MENIVIM REIT B4,מנרט.ק4,MNRT.B4,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-צמודות 5-15 ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-CPI Linked 5-15 ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",515327120,1679,מניבים ריט,MENIVIM REIT,ישראל,Israel
1199322,IL0011993222,מניבים ריט אפ 4,MENIVIM REIT W4,מנרט.א4,MNRT.W4,אופציה למניה,Warrant for share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,,,515327120,1679,מניבים ריט,MENIVIM REIT,ישראל,Israel
5660063,IL0056600633,מנורה מב  אגח ג,MENORA MIV   B3,ממהח.ק3,MMHD.B3,אג''ח קונצרני,Corporate bond,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,,,520007469,566,מנורה מב החזקות,MENORA MIV HOLD,ישראל,Israel
566018,IL0005660183,מנורה מב החז,MENORA MIV HLD,ממהח,MMHD,מניה רגילה,Ordinary Share,פיננסי,Finance,ביטוח,Insurance,ביטוח,Insurance,"ת''א-35 ,ת''א-125 ,מדד ת''א-פיננסים ,מדד ת''א-מעלה ,מדד תל-דיב ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי ,ת''א-ביטוח","TA-35 ,TA-125 ,TA-Finance Index ,TA-Maala Index ,Tel-Div Index ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon ,TA Sector-Balance ,TA-125 Fossil Free ,TA-Insurance",520007469,566,מנורה מב החזקות,MENORA MIV HOLD,ישראל,Israel
338012,IL0003380123,מר,MER,מר,CMER,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,ביטחוניות,Defence,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א-רימון ,ת''א-תעשייה","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA-Rimon ,TA-Industrials",520037805,338,מר,MER,ישראל,Israel
1219518,IL0012195181,מרב פקדון אגח א,MERAV DEPO B1,מרפק.ק1,MRPK.B1,אג''ח מובנות,Structured bond,מכשירים פיננסים,Financial Instruments,מכשירים פיננסים,Financial Instrument,אג''ח מובנות,Structured Bonds,"All-Bond כללי ,All-Bond ריבית משתנה","All-Bond Composite ,All-Bond Floating",517081956,2465,מרב פקדונות,MERAV DEPOSITS,ישראל,Israel
1221902,IL0012219023,מרב פקדון אגח ב,MERAV DEPO B2,מרפק.ק2,MRPK.B2,אג''ח מובנות,Structured bond,מכשירים פיננסים,Financial Instruments,מכשירים פיננסים,Financial Instrument,אג''ח מובנות,Structured Bonds,"All-Bond כללי ,All-Bond ריבית משתנה","All-Bond Composite ,All-Bond Floating",517081956,2465,מרב פקדונות,MERAV DEPOSITS,ישראל,Israel
1223940,IL0012239401,מרב פקדון אגח ג,MERAV DEPO B3,מרפק.ק3,MRPK.B3,אג''ח מובנות,Structured bond,מכשירים פיננסים,Financial Instruments,מכשירים פיננסים,Financial Instrument,אג''ח מובנות,Structured Bonds,"All-Bond כללי ,All-Bond ריבית משתנה","All-Bond Composite ,All-Bond Floating",517081956,2465,מרב פקדונות,MERAV DEPOSITS,ישראל,Israel
1171305,IL0011713059,מרכנתיל הנ אגחד,MERCANTILE B4,מרכהנ.ק4,MRCN.B4,אג''ח קונצרני,Corporate bond,פיננסי,Finance,בנקים,Banks,בנקים,Banks,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד צמודות-בנקים ,תל בונד-מאגר ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-CPI Linked Bank ,Tel Bond-Composite ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",513686154,1266,מרכנתיל הנפקות,MERCANTILE HANP,ישראל,Israel
257014,IL0002570146,מרחביה אחזקות,MERCHAVIA HOLD,מראח,MRHL,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,השקעות במדעי החיים,Investments In Life Science,,,520036724,257,מרחביה אחזקות,MERCHAVIA HOLD,ישראל,Israel
1169531,IL0011695314,משק אנרג  אגח א,MESHEK ENEG B1,משקא.ק1,MSKE.B1,אג''ח קונצרני,Corporate bond,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,,,516167343,1803,משק אנרגיה,MESHEK ENERGY,ישראל,Israel
1166974,IL0011669749,משק אנרגיה,MESHEK ENERGY,משקא,MSKE,מניה רגילה,Ordinary Share,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,"ת''א-90 ,ת''א-125 ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-תשתיות אנרגיה","TA-90 ,TA-125 ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Energy Utilities",516167343,1803,משק אנרגיה,MESHEK ENERGY,ישראל,Israel
1217660,IL0012176603,משק אנרג  אגח ב,MESHEK ENRG B2,משקא.ק2,MSKE.B2,אג''ח קונצרני,Corporate bond,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,,,516167343,1803,משק אנרגיה,MESHEK ENERGY,ישראל,Israel
1223718,IL0012237181,משק אנרג  אגח ג,MESHEK ENRG B3,משקא.ק3,MSKE.B3,אג''ח קונצרני,Corporate bond,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,אנרגיה,Energy,,,516167343,1803,משק אנרגיה,MESHEK ENERGY,ישראל,Israel
1139195,IL0011391955,מגוריט,MGURIT,מריט,MGRT,מנית ריט,Reit,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-SME60 ,ת''א-נדל''ן ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-מניב ישראל","TA-SME60 ,TA-RealEstate ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Investment Properties in Israel",515434074,1668,מגוריט,MEGUREIT,ישראל,Israel
